,full_text
21476,Congress Party's game plan is keep the poor poor and dependant. https://t.co/SaE9HbQeEw
21478,It was quite hilarious to watch the Finance Minister remember the Fiscal Deficit today after six months of unrestricted spending by the Modi Govt.
21481,@narendramodi @RahulGandhi @INCIndia @BJP4India @BJP4Maharashtra @Dev_Fadnavis @shreekantkulka2 @namogunjan1 @Nikhilkvyas #MinimumIncomeGuarantee is to cheat the Mendate? When u r not fighting election from 543 seats how u will deliver ur promises?
21482,AAP propaganda site owner gets angry after India expresses concerns over atrocities against Hindus in Pakistan https://t.co/69nmCVgQmM
21486,Ppl say modi is anti Muslim... Den the .... Is this? https://t.co/7dwo9NVppd
21490,"this is a really difficult subject to touch upon, but all of these deaths peripheral to school shootings are the direct result of Congress not doing a fucking thing to prevent future tragedies like those. thereâ€™s obviously other factors- the NRA, Alex Jones"
21493,"Modi biopic film maker was accused of sexually exploiting a minor in Mauritius

#NarendraModiBiopic #NarendraModiTrailer

https://t.co/RizS4qwTfH"
21496,"While #Modi is working hard to make every self respecting Indian capable, Rahul Gandhi in a rush to grab power is using a debunked idea to enslave the population 

Universal Basic Income: An Idea That's Already Been Tried And Failed https://t.co/rRw6zuwpe7 via @IBDeditorials"
21500,"#GaribiHataoSham
Generations after generations this Gandhi family is been fooling Indians.Shows fake concern over poverty,forgets it after winning elections just to remember it during next elections!!
They hav only used 'Garibi hatao' slogan to fill their own pockets. https://t.co/JWHNxMjtaX"
21508,"@arunjaitley Only in your imagination. Modi has done anything.

All you have been doing is cheating the poor and farmers. https://t.co/gmvNdh8V0W"
21511,"Biopic on PM Modi is politically motivated, put ban on its release: Congress to Election Commission

Read @ANI Story | https://t.co/Zg83iuWoZL https://t.co/Nxr63xxZ0G"
21514,Police have arrested a man dressed as tree for blocking traffic on Congress Street...as God is my witness. https://t.co/VUFQY6Vyv0
21518,"@priyankagandhi Avg. 1 in 5 indian is poor.
1,250,000,000/5 = 250,000,000

If Rahul gives 6000â‚¹/Month to each 
250,000,000Ã—6,000= 150,000,0000,000â‚¹/Month.

So it will take 1500000000000 Ã— 12 = 18000,000,000,000â‚¹/year.

Congress is planning for another scam of worth 60,000 Crore."
21523,6. â€œToday during the 'Ban Cow Slaughter' agitation Indira Gandhi had ordered firing on almost 400 sadhus (Hindu monks) who were protesting in front of the Parliament building
21525,@rsprasad @narendramodi @DrJitendraSingh @DrJitendraSingh this is ur real face.... you will be taught a lesson by the youth #sscexamkills #csatvictims just you were taught in 2014...fake shining India https://t.co/uBMbAhMXox
21529,"As far as optics go, Congress has done everything right with the #MinimumIncomeGuarantee. Setting the agenda, and watching ministers scramble to diss it. Not bad"
21532,"Now by announcing without thinking through and not controlling the narrative could @INCIndia
1. Alienate urban tax-payers
2. Alienate ones who are not well off &amp; yet not entitled
3. Anger the ones who are eligible coz they think they are being taken for a ride like in MP, Kar"
21533,"9. â€œNarendra Modi is the future of India, do not blame him for the 2002 Gujarat riots, he is not responsible. I urge Atalji and the RSS to let him continue, else Hindutva will come to an end in India. 
."
21535,"This jobless guy called Rahul Gandhy is curse on the Nation.He wants to take India backward not one step but decades back.This mindless announcement will adversely effect Indiaâ€™s ratings hence impact on investment

His plan is to take commission of 85% on every 72k

#RahulKaJumla https://t.co/u4mRQwXnXc"
21538,"à¤œà¥ˆà¤¸à¥€ à¤œà¤¾à¤•à¥€ à¤­à¤¾à¤µà¤¨à¤¾, à¤¤à¥ˆà¤¸à¥‡ à¤¤à¤¾à¤•à¥‡ à¤­à¤¾à¤µ!
Sonia ji dedicated her life for her husband's family &amp; country &amp; made it her very own. A sick mindset in a sick party, that is the BJP of today. BJP is NOT a party for women.
Girls, don't touch it with a bargepole if you are a true Indian woman! https://t.co/VffkxS2PNU"
21544,@sahouraxo @AngeloJohnGage I'm glad we have two Congress women that are standing up to this bullshit but who knows by 2028 we might finally see Israel for what it is
21545,Sadly congress kept people uneducated.  They will fall in this trap. https://t.co/Lpm4VZg0oo
21547,"Muddahanumegowda, rebel Cong MP-now an independent candidate from Tumkur, is posing a serious threat to H.D. Devegowda. JDS will arm twist Congress to cajole him &amp; take his nomination back

If things don't go its way, JDS will likely pull the plug on the coalition very very soon."
21554,With Nirav Modiâ€™s arrest in London the compulsive contrariansâ€™ fakery has again been exposed. This also busts the fake campaign that the present Government had anything to do with him. The country is reassured again that whoever cheats India and its institutions cannot get away.
21556,"@washingtonpost @seanhannity @IngrahamAngle @TuckerCarlson We want our taxpayer money back from this HOAX , if we have to sue for it. Jackasses in Congress spend our money carelessly and donâ€™t care a bit about it! Letâ€™s get TERM LIMITS! Tired of 40 year terms!"
21558,Hereâ€™s Rashida Tlaib standing in solidarity with a propagandist for war criminal Assad. Tell me again why itâ€™s cool that some Freshman Muslims have been elected to congress!!! https://t.co/wudSROW0L4
21560,"I want the poor to be respected in this country @RahulGandhi as he announces Rs72,000 every yr for 20 per cent of the poorest families if his party is elected

This Election between 

Peoples leader RG Vs Corrupt Modi 

#RahulForBehtarBharat
#MinimumIncomeGuarantee 
#NyayForIndia https://t.co/sFw4u6cegF"
21568,"This is how Reliance #Jio etc will help #BJP ??

Brain wash public by blocking knowledge ?? 

#LokSabhaElections2019
#IPL2019 #BJPMission2019
 #MondayMotivation

..

https://t.co/FMFF2lsGbb blocked on multiple Jio connections, reportedly on govt orders - https://t.co/X9544iK2vH"
21569,"@SenRonJohnson Why can't the report be made public, if there is nothing to hide?  Congress needs to see the full report.
#ReleaseTheFullMuellerReport"
21574,"Hate to say it, but when we have congress refusing to carry-out constitutional duties, a party that stays in power through gerrymandering (etc) bragging about obstructing the government and stealing court seats, and are locking brown kids up in camps at the border. We are there. https://t.co/ugsXixgbaf"
21575,This is how Narendra Modi use Bollywood by paying them. #Exposed #FakeSurgicalStrikes #IndianArmy #India #PakistanZindabad #Pakistan #PakCyberArmy https://t.co/ePGtpaOMtl
21577,@priyankagandhi My Vote is completely reserved only for Congress party now. Rahul Gandhi will become our new Prime Minister in this year Lok Sabha Elections &amp; I urge every citizen of our nation to help the poorest families by giving their valuable Vote ðŸ—³ to Congress Party! JAI HIND ðŸ‡®ðŸ‡³ https://t.co/VH7aw3EDH8
21582,"@AskAnshul @INCIndia After serving 40 Years in Public Sector and after my Retirement as Senior Manager (I was a Tax Payer as well) I am now receiving Rs 2,015/- as my EPF Pension after having Contributed Rs 517/-pm since 1995 besides my  FamilyPension Contributions?! RG tell who is Poor??"
21583,"Congressâ€™ fake promises have worked in recent assembly elections, so this will work too.

Now itâ€™s our duty to expose congress and tell everyone that like his other promises this one is fake too. 

Or

Bye bye Modi as PM ðŸ˜±"
21584,"Chowkidar @Ra_THORe,

When anybody promise something &amp; later on due to policy paralysis Govt betrayed &amp; it becomes JUMLA then it's called lie &amp; who makes it being called as LIAR.

Does Mr. @RahulGandhi, betrayed anybody here, then what makes you say liar to him.

Stop your bogus. https://t.co/Pf53HUF7Ub"
21585,"RaGa : India's poorest 20% families will be given Rs.72,000 annually directly in their bank accounts

Media:Sir but where is the money?

R: We have decided to return all the lotted money by Cong in 5 decades.if required mom is ready to join her old business &amp; I am leaving drugs."
21587,"@narendramodi @astitvam @VishweshwarBhat @AmitShah 
So Bangalore south is all set to suicide. Very sad"
21588,"@fortressfin @RealAfricanChic @RepAdamSchiff And be locked up for treason and the jihadi terrorists in our congress, and the mussy bastard jihadists get locked up also, gitmo"
21593,.@INCIndia leaders claim world's top economists have done study for them. Why bother #RahulBaba with such trivialities? @PrabhuChawla ðŸ˜¬ https://t.co/yl3DBRCGrR
21597,"@narendramodi @AmitShah ji this time Bangalore South will not for BJP you will loose 1 MP SEAT.
Only basavanagudi voters knows about Ravi Subramanya apart from no one knows about him.BJP HI command do not forget AnanthKumar ji contribution to BJP."
21602,"@republic Few things are clear now. The chant of \Garibi Hatao\"" given by Indira Gandhi was misunderstood. She might have meant that her grandson will try to do that in 21st century. Till then poor will have to be poor. #GaribiHataoSham"""
21605,Such is the level of Ignorance among the incumbent party in Power in West Bengal that they are asking people to elect an anti - people  party at the Centre. So TMC admits they are genuinely anti - people . Atleast the meaning of wall writing reflects so ðŸ˜†ðŸ˜† https://t.co/Y6XCr1w5Q5
21609,And above all that... @NarendraModi gave a life of dignity to millions with 98% poor households having toilets... Congis just SHAT on the poor... So dont talk about poor.... #MainBhiChowkidar aur Congress hai Chor... https://t.co/S0lNG1jM6J
21613,"@RahulGandhi See how @RahulGandhi trying to fool people like his father and Granny did.

Today the benefit to the 5 CR poor families under PM @narendramodi ji is 
1,06,800 which Pappu Ji is advising should just be reduced to 72000.
Here is some stats for your failed economic mind. https://t.co/atpXl4cARp"
21616,"India's 20%, most poor 25 Cr families 
will get â‚¹72,000/yr in their bank A/C 
Under @RahulGandhi 's Minimum Income Guarantee Scheme. It is part of @INCIndia manifesto #NYAYforIndia https://t.co/BAjjeemCdQ"
21618,"#RajNitiOnBTVI @Shu_Cgnet To @szarabi: Though Congress Has A State Govt In Chhattisgarh, BJP Expected To Do Well

Don't Expect @BJP4India To Lose Many Seats In Madhya Pradesh

#LIVE https://t.co/p1NGNEKN25
#Elections2019
#VoteKar https://t.co/VxRq03bVpW"
21620,"As many of you know, Iâ€™m seriously considering another run for Congress in 2020. We fell just 2% shy of pulling off one of the biggest upsets in the country last year. (2/9)"
21622,"@INCIndia has a demonstrated track record in designing and implementing schemes &amp; policies that empower the poor, be it abolishing Zamindari or executing MNREGA.

Now #NyayForIndia will help India leapfrog into a more just and equitable society @RahulGandhi #RahulForBehtarBharat https://t.co/oeIe53MVDp"
21623,"Modi's fraud chowkidaars are scared &amp; confused about #NyayForIndia 

Jhootley, is NYAY same as DBT? No!

Also, where was your fiscal prudence when Modi spoke about depositing Rs. 15 lakh in every bank account?

Why did you give lakhs of crores of loan waiver to the rich? https://t.co/tTn6lUVKLx"
21625,"@RahulGandhi #RahulForBehtarBharat

MNREGA guaranteed work &amp; wages to the rural poor. Next, Minimum Income will be guaranteed to both the rural &amp; urban poor.

This is more necessary after Chowkidar guaranteed  maximum income to a few rich cronies in the last 5 Yrs  

https://t.co/hAMDn1SRQ8"
21628,"@RavinarIN @Prof_Hariom @Swamy39 @rajnathsingh @KirenRijiju @HMOIndia @PMOIndia @rashtrapatibhvn @VPSecretariat @DrJitendraSingh @NirmalSinghBJP @BJP4JnK @BJP4India @RSSorg @RSS_Org @IndreshRSS @rammadhavbjp @arunjaitley @nsitharaman @Ramlal @neelakantha @narendramodi @myogiadityanath @AmitShah @rsprasad @ShivSena @amitmalviya @vinay1011 @gopalkagarwal @AmitShahOffice @nitin_gadkari @PiyushGoyal @DrPravinTogadia @yogrishiramdev @sambitswaraj @PremShuklaBJP @SushmaSwaraj @naqvimukhtar @drharshvardhan @himantabiswa @girirajsinghbjp @BJP4Bihar @KanchanGupta @BSYBJP @TulsiGabbard Our govt @PMOIndia @MEAIndia
@narendramodi never stand with Isreal against Hamas  terrorism since 1947.

Like our govt never recognised #KashmiriPanditGenocide. 

@netanyahu @Swamy39
https://t.co/fAPiDDCddu"
